kitsu_id,slug,status,title_canonical,title_en,title_ja,title_norm_canonical,title_norm_en,title_norm_ja,synopsis_clean,rating_average_raw,rating_average_10,rating_rank,popularity_rank,categories_json,genres_json,tags_all_json
38449,made-in-abyss,current,Made in Abyss,Made in Abyss,メイドインアビス,made in abyss,made in abyss,meidoinabisu,"The enormous cave system, known as the Abyss, is the only unexplored place in the world. Nobody knows how deep down goes this titanic pit, inhabited by strange and wondrous creatures and full of mysterious ancient relics which purpose in unknown to modern man. Generations of bold adventurers have been drawn by the cryptic depths of the Abyss. In course of time those bold enough to explore the dangerous pit came to be known as ""Cave Raiders."" In Oosu, the town at the edge of the Abyss, there lives a little orphan named Rico, who dreams of becoming as great a cave raider as her mother was and solving the great mystery of the pit. One day exploring the murky depths she stumbles upon a little boy, who turns out to be a robot...",82.6,8.26,119,89,"[""Adventure"", ""Android"", ""Dark Fantasy"", ""Drama"", ""Fantasy"", ""Fantasy World"", ""Human Enhancement"", ""Psychological"", ""Science Fiction"", ""Seinen""]",[],"[""Adventure"", ""Android"", ""Dark Fantasy"", ""Drama"", ""Fantasy"", ""Fantasy World"", ""Human Enhancement"", ""Psychological"", ""Science Fiction"", ""Seinen""]"
38482,kimi-no-na-wa-manga,finished,Kimi no Na wa.,Your name.,君の名は。,kimi no na wa,your name,jun noming ha,"Based on the hit animated film! Mitsuha, a high school girl from a town deep in the mountains, dreams of an unfamiliar life in Tokyo. Taki, a high school boy from Tokyo, dreams that he is a girl living in the mountains. As the two change places in their dreams, their encounter sets a miraculous story into motion.",84.04,8.4,28,16,"[""Drama"", ""Fantasy"", ""Romance"", ""School Life""]","[""Drama"", ""Romance"", ""School"", ""Supernatural""]","[""Drama"", ""Fantasy"", ""Romance"", ""School"", ""School Life"", ""Supernatural""]"
38860,dr-stone,finished,Dr. Stone,Dr. Stone,ドクターストーン,dr stone,dr stone,dokuta suto n,"One fateful day, all of humanity was petrified by a blinding flash of light. After several millennia, high schooler Taiju awakens and finds himself lost in a world of statues. However, he’s not alone! His science-loving friend Senku’s been up and running for a few months and he's got a grand plan in mind—to kickstart civilization with the power of science!",82.18,8.22,368,52,"[""Action"", ""Adventure"", ""Comedy"", ""Disaster"", ""Future"", ""Plot Continuity"", ""Post Apocalypse"", ""Science Fiction"", ""Shounen""]","[""Adventure"", ""Science Fiction""]","[""Action"", ""Adventure"", ""Comedy"", ""Disaster"", ""Future"", ""Plot Continuity"", ""Post Apocalypse"", ""Science Fiction"", ""Shounen""]"
38865,tongari-boushi-no-atelier,current,Tongari Boushi no Atelier,Witch Hat Atelier,とんがり帽子のアトリエ,tongari boushi no atelier,witch hat atelier,tongarimao zi noatorie,"In a world where everyone takes wonders like magic spells and dragons for granted, Coco is a girl with a simple dream: she wants to be a witch. But everybody knows magicians are born, not made, and Coco was not born with a gift for magic. Resigned to her un-magical life, Coco is about to give up on her dream to become a witch … until the day she meets Qifrey, a mysterious, traveling magician. After secretly seeing Qifrey perform magic in a way she’s never seen before, Coco soon learns what everybody “knows” might not be the truth, and discovers that her magical dream may not be as far away as it may seem …",82.51,8.25,141,244,"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Magic"", ""Seinen""]","[""Fantasy"", ""Magic""]","[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Magic"", ""Seinen""]"
39293,lookism,current,Oemojisangjuui,Lookism,,oemojisangjuui,lookism,,"Park Hyung Suk, overweight and unattractive, is bullied and abused on a daily basis. But a miracle is about to happen.",80.25,8.03,885,286,"[""Action"", ""Boxing"", ""Comedy"", ""Coming Of Age"", ""Delinquent"", ""Drama"", ""Martial Arts"", ""School Life"", ""Shounen"", ""Supernatural""]","[""Comedy"", ""Drama"", ""School"", ""Supernatural""]","[""Action"", ""Boxing"", ""Comedy"", ""Coming Of Age"", ""Delinquent"", ""Drama"", ""Martial Arts"", ""School"", ""School Life"", ""Shounen"", ""Supernatural""]"
39537,i-love-yoo,current,I Love Yoo,I Love Yoo,,i love yoo,i love yoo,,"Dogged by pain and misfortune from the very beginning, Shin-Ae decides she wants nothing to do with people nor anything to do with romance. Although content with her unsocial, boring, loveless existence, her lifestyle is challenged after she ruins an unsuspecting strangers' clothes.",82.04,8.2,446,148,"[""Comedy"", ""Drama"", ""Romance""]","[""Comedy"", ""Romance""]","[""Comedy"", ""Drama"", ""Romance""]"
39700,mairimashita-iruma-kun,current,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,魔入りました！入間くん,mairimashita iruma kun,welcome to demon school iruma kun,mo ru rimashita ru jian kun,"Mairimashita! Iruma-kun is the story of Suzuki Iruma, who has been sold to the demon by his irresponsible parents in exchange for money. Surprisingly, next thing he knows, he is living with the demon and has been transferred into a school from Demon World. We invite you to follow Iruma-kun's extraordinary school life.",82.32,8.23,247,312,"[""Comedy"", ""Demon"", ""Fantasy"", ""School Life""]","[""Comedy"", ""Demons"", ""Fantasy"", ""Supernatural""]","[""Comedy"", ""Demon"", ""Demons"", ""Fantasy"", ""School Life"", ""Supernatural""]"
39752,perfect-half,current,Perfect Half,Perfect Half,パーフェクトハーフ,perfect half,perfect half,pa huekutoha hu,"Once a world ruled by men, women stand up and fight to become men's equal. Now, in a land that is equally divided up between man and woman, the battle of the sexes is on! Who's going to win? But more importantly...what's the name of the game?",81.79,8.18,515,184,"[""Fantasy"", ""Harem""]",[],"[""Fantasy"", ""Harem""]"
40005,kanojo-okarishimasu,current,"Kanojo, Okarishimasu",Rent-A-Girlfriend,彼女、お借りします,kanojo okarishimasu,rent a girlfriend,bi nu ojie rishimasu,"Kinoshita Kazuya is a regular college student who was just dumped by his girlfriend for another guy. Feeling down in the dumps, he decides to use an app called Diamond to hire Mizuhara Chizuru, a rental girlfriend, to make himself feel better. From their first meeting, she seems to be the perfect girl for him, but is there more to her than meets the eye? And how will their not quite typical relationship develop?",68.44,6.84,10219,160,"[""Comedy"", ""Drama"", ""Ecchi"", ""Harem"", ""Romance"", ""School Life"", ""Shounen"", ""University""]","[""Comedy"", ""Romance"", ""School""]","[""Comedy"", ""Drama"", ""Ecchi"", ""Harem"", ""Romance"", ""School"", ""School Life"", ""Shounen"", ""University""]"
40121,jibaku-shounen-hanako-kun,current,Jibaku Shounen Hanako-kun,Toilet-bound Hanako-kun,地縛少年 花子くん,jibaku shounen hanako kun,toilet bound hanako kun,di fu shao nian hua zi kun,"""Hanako-san, Hanako-san...are you there?"" At Kamome Academy, rumors abound about the school's Seven Mysteries, one of which is Hanako-san. Said to occupy the third stall of the third floor girls' bathroom in the old school building, Hanako-san grants any wish when summoned. Nene Yashiro, an occult-loving high school girl who dreams of romance, ventures into this haunted bathroom...but the Hanako-san she meets there is nothing like she imagined! Kamome Academy's Hanako-san...is a boy!",84.16,8.42,23,34,"[""Ghost"", ""Japan"", ""School Life""]","[""School"", ""Supernatural""]","[""Ghost"", ""Japan"", ""School"", ""School Life"", ""Supernatural""]"
40278,tokyo-revengers,finished,Tokyo卍Revengers,Tokyo Revengers,東京卍リベンジャーズ,tokyowan revengers,tokyo revengers,dong jing wan ribenziya zu,"Hanagaki Takemichi was once a low-life punk, but after biting off more than he could chew with a gang in middle school, he ran away from his old life. Now that he’s an adult, the gang that once terrorized him has grown into the largest gang in Tokyo, and they’ve started killing people–including his old girlfriend! After learning this news, a mysterious force on a train platform shoves Takemichi right in front of an approaching train. As his life flashes before his eyes, he blinks to find himself transported back to middle school, before he fled from the gang! Now he has the chance to right what went wrong all those years ago. Can he save his girlfriend’s life in the future–and what else might he change if he’s rewriting the past? Notes: - Winner of the Shounen Manga category of the 44th annual Kodansha Manga Awards. - Includes 1 extra chapter.",81.36,8.14,629,49,"[""Action"", ""Crime"", ""Delinquent"", ""Drama"", ""Romance"", ""School Life"", ""Shounen"", ""Time Travel""]","[""Action"", ""Drama"", ""School""]","[""Action"", ""Crime"", ""Delinquent"", ""Drama"", ""Romance"", ""School"", ""School Life"", ""Shounen"", ""Time Travel""]"
40299,kaifuku-jutsushi-no-yarinaoshi,current,Kaifuku Jutsushi Yarinaoshi,Redo of Healer,回復術士のやり直し,kaifuku jutsushi yarinaoshi,redo of healer,hui fu shu shi noyarizhi shi,"Healing magicians cannot fight alone.’ Keare, who was bound by this common knowledge, was exploited again and again by others.But one day, he noticed what lay beyond healing magic, and was convinced that a healing magician was the strongest class. However, by the time he realized that potential, he was deprived of everything. Thus, he used healing magic on the world itself to go back four years, deciding to redo everything.This is a heroic tale of one healing magician who became the strongest by using knowledge from his past life and healing magic.",64.57,6.46,11688,277,"[""Action"", ""Adventure"", ""Drama"", ""Ecchi"", ""Fantasy"", ""Fantasy World"", ""Harem"", ""Revenge"", ""Slavery""]","[""Ecchi"", ""Fantasy""]","[""Action"", ""Adventure"", ""Drama"", ""Ecchi"", ""Fantasy"", ""Fantasy World"", ""Harem"", ""Revenge"", ""Slavery""]"
40324,ijiranaide-nagatoro-san,finished,"Ijiranaide, Nagatoro-san","Please don't bully me, Nagatoro",イジらないで、長瀞さん,ijiranaide nagatoro san,please don t bully me nagatoro,iziranaide chang jing san,Nagatoro is a freshman in high school who loves teasing and torturing her older male classmate! What’s her motivation and why does Senpai put up with her? Does Nagatoro just want to create misery for Senpai? Or maybe she secretly likes him? Note: Includes 34 extra chapters.,76.71,7.67,2483,100,"[""Comedy"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life""]",[],"[""Comedy"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life""]"
40439,jumyou-wo-kaitotte-moratta-ichinen-ni-tsuki-ichimanen-de-manga,finished,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",I sold my life for ten thousand yen per year.,寿命を買い取ってもらった。一年につき、一万円で。,jumyou wo kaitotte moratta ichinen ni tsuki ichimanen de,i sold my life for ten thousand yen per year,shou ming womai iqu tsutemoratsuta yi nian nitsuki yi mo yuan de,"A twenty-year-old with little hope for the future discovers a shop that buys lifespan, time, and health. This is a story dealing with the ensuing consequences. Note: Volume 2 contains the side story ""Sonzai no Iu made mo Nai Karusa"". Volume 3 contains the side story ""Chiisana Negai"".",82.92,8.29,77,90,"[""Contemporary Fantasy"", ""Drama"", ""Psychological"", ""Romance""]","[""Drama"", ""Supernatural""]","[""Contemporary Fantasy"", ""Drama"", ""Psychological"", ""Romance"", ""Supernatural""]"
40657,tonikaku-cawaii,current,Tonikaku Kawaii,Tonikaku Kawaii,トニカクカワイイ,tonikaku kawaii,tonikaku kawaii,tonikakukawaii,"Described as a story full of ""love"" and ""dreams"", Tonikaku Cawaii follows a protagonist whose name is written with the characters for ""Hoshizora"" (""Starry Sky"" in Japanese), but whose name is pronounced as ""Nasa"". On the day of his high school entrance exams, Nasa encounters a beautiful girl. For Nasa, it feels like destiny is finally calling out to him that he will have a girlfriend, but...",81.51,8.15,588,236,"[""Comedy"", ""Romance"", ""Shounen"", ""Slice of Life""]",[],"[""Comedy"", ""Romance"", ""Shounen"", ""Slice of Life""]"
40679,gokushufudou,current,Gokushufudou,Gokushufudou: The Way of the House Husband,極主夫道,gokushufudou,gokushufudou the way of the house husband,ji zhu fu dao,Immortal Tatsu is an ex-yakuza who’s given up violence for making an honest man of himself - but is it still possible for a devoted stay-at-home husband to get into a few scrapes?,81.84,8.18,508,111,"[""Comedy"", ""Cooking"", ""Slice of Life""]",[],"[""Comedy"", ""Cooking"", ""Slice of Life""]"
40815,jujutsu-kaisen,finished,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,jujutsu kaisen,jujutsu kaisen,zhou shu hui zhan,"Although Yuji Itadori looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Research Club. One day, the club manages to get their hands on a sealed cursed object. Little do they know the terror they’ll unleash when they break the seal… Notes: - Ranked 1st in Japan's Bookstore Employees Top Manga of 2018. - Nominated for the 25th Annual Tezuka Osamu Cultural Prize in 2021. - Nominated for the 65th Shogakukan Manga Award in the Shounen Category in 2019.",84.64,8.46,9,13,"[""Action"", ""Demon"", ""Fantasy"", ""High School"", ""School Life"", ""Shounen"", ""Supernatural""]","[""Action"", ""Demons"", ""Fantasy"", ""Supernatural""]","[""Action"", ""Demon"", ""Demons"", ""Fantasy"", ""High School"", ""School Life"", ""Shounen"", ""Supernatural""]"
40927,yancha-gal-no-anjou-san,current,Yancha Gal no Anjou-san,The mischievous gal Anjou-san,やんちゃギャルの安城さん,yancha gal no anjou san,the mischievous gal anjou san,yanchiyagiyarunoan cheng san,"Seto is a serious kid who leads a quiet High-school life, until he starts to get teased by resident Gal Anjo.",80.93,8.09,718,183,"[""Comedy"", ""Ecchi"", ""School Life"", ""Seinen""]","[""Comedy"", ""Ecchi"", ""School""]","[""Comedy"", ""Ecchi"", ""School"", ""School Life"", ""Seinen""]"
40961,love-is-an-illusion,finished,Love is an Illusion!,Love is an Illusion!,恋は幻想！,love is an illusion,love is an illusion,lian hahuan xiang,"Hye-sung spent his entire life believing he was an Alpha, the jackpot of the genetic lottery. But his world is flipped upside down when he finds out he isn’t an Alpha, but a lowly Omega. This revelation is pushed to its limits when when he constantly crosses paths with Dojin, an Alpha who can’t stand Omegas. Take a step into the omegaverse and find out what it is that makes their pulses race and their bodies go wild.",82.05,8.21,444,96,"[""Comedy"", ""Romance"", ""Yaoi""]",[],"[""Comedy"", ""Romance"", ""Yaoi""]"
40987,martial-peak,current,Martial Peak,Martial Peak,,martial peak,martial peak,,"The journey to the martial peak is a lonely, solitary and long one.In the face of adversity,you must survive and remain unyielding.Only then can you break through and and continue on your journey to become the strongest. Sky Tower tests its disciples in the harshest ways to prepare them for this journey.One day the lowly sweeper Yang Kai managed to obtain a black book, setting him on the road to the peak of the martials world.",78.15,7.82,1661,466,"[""Action"", ""Adventure"", ""Fantasy"", ""Harem"", ""Historical"", ""Martial Arts"", ""Supernatural""]",[],"[""Action"", ""Adventure"", ""Fantasy"", ""Harem"", ""Historical"", ""Martial Arts"", ""Supernatural""]"
49863,blue-period,current,Blue Period,Blue Period,ブルーピリオド,blue period,blue period,buru piriodo,"Yatora is the perfect high school student, with good grades and lots of friends. It’s an effortless performance, and, ultimately…a dull one. But he wanders into the art room one day, and a lone painting captures his eye, awakening him to a kind of beauty he never knew. Compelled and consumed, he dives in headfirst — and he’s about to learn how savage and unforgiving art can be!",82.62,8.26,114,155,"[""Drama"", ""School Life"", ""Seinen"", ""The Arts""]","[""Drama"", ""School""]","[""Drama"", ""School"", ""School Life"", ""Seinen"", ""The Arts""]"
51379,shuumatsu-no-walkure,current,Shuumatsu no Walküre,Record of Ragnarok,終末のワルキューレ,shuumatsu no walkure,record of ragnarok,zhong mo nowarukiyu re,"The story begins when the gods call a convention to decide the whether to let humanity live or die, and settle on destroying humanity. But a lone valkyrie puts forward a suggestion to let the gods and humanity fight one last battle, as a last hope for humanity's continued survival. 13 gods will fight against 13 human champions in one-on-one battles to decide whether humanity lives or dies.",80.81,8.08,743,180,"[""Action"", ""Comedy"", ""Fantasy"", ""Historical"", ""Martial Arts"", ""Supernatural""]","[""Action"", ""Drama"", ""Super Power"", ""Supernatural""]","[""Action"", ""Comedy"", ""Drama"", ""Fantasy"", ""Historical"", ""Martial Arts"", ""Super Power"", ""Supernatural""]"
53928,blue-lock,current,Blue Lock,Blue Lock,ブルーロック,blue lock,blue lock,buru rotsuku,"After failing to win the World Cup, there's unrest in the Japanese Soccer community. Many of the older patrons of the sport aren't too disturbed by the lack of trophies, but newcomer Anri Teiri is furious – and she's determined to fix what she sees as the problem with Japanese players. To that end she hires maverick trainer Jinpachi Ego, who devises a strange yet rigorous plan: he takes the three hundred best young soccer players in the country, sends them to a state-of-the-art training facility, and whittles them down until he has the absolute best striker in the nation. Yoichi Isagi is one of the boys chosen for the camp. He may be number 299 out of 300, but nothing – and no one – is going to stand in his way of coming out on top.",82.84,8.28,83,118,"[""Shounen"", ""Soccer"", ""Sports""]","[""Sports""]","[""Shounen"", ""Soccer"", ""Sports""]"
54114,solo-levelling,finished,Solo Leveling,Solo Leveling,俺だけレベルアップな件,solo leveling,solo leveling,an dakereberuatsupunajian,"In a world where awakened beings called “Hunters” must battle deadly monsters to protect humanity, Sung Jinwoo, nicknamed “the weakest hunter of all mankind,” finds himself in a constant struggle for survival. One day, after a brutal encounter in an overpowered dungeon wipes out his party and threatens to end his life, a mysterious System chooses him as its sole player: Jinwoo has been granted the rare opportunity to level up his abilities, possibly beyond any known limits. Follow Jinwoo’s journey as he takes on ever-stronger enemies, both human and monster, to discover the secrets deep within the dungeons and the ultimate extent of his powers. Note: Chapter count includes a prologue and 21 side stories.",84.63,8.46,11,18,"[""Action"", ""Adventure"", ""Fantasy"", ""Shounen""]",[],"[""Action"", ""Adventure"", ""Fantasy"", ""Shounen""]"
54139,chainsawman,finished,Chainsaw Man,Chainsaw Man,チェンソーマン,chainsaw man,chainsaw man,chienso man,"The name says it all! Denji's life of poverty is changed forever when he merges with his pet chainsaw dog, Pochita! Now he's living in the big city and an official Devil Hunter. But he's got a lot to learn about his new job and chainsaw powers! Notes: - Nominated for the 2020 Manga Taisho Award. - Winner of the 2021 Kono Manga ga Sugoi Award. - Winner of the 66th Shogakukan Manga Award in the shounen category. - Winner of the 2021 and 2022 Harvey Award for Best Manga.",84.8,8.48,6,25,"[""Action"", ""Comedy"", ""Cops"", ""Demon"", ""Drama"", ""Ecchi"", ""Horror"", ""Juujin"", ""Magic"", ""Mystery"", ""Psychological"", ""Shounen"", ""Supernatural"", ""Violence""]",[],"[""Action"", ""Comedy"", ""Cops"", ""Demon"", ""Drama"", ""Ecchi"", ""Horror"", ""Juujin"", ""Magic"", ""Mystery"", ""Psychological"", ""Shounen"", ""Supernatural"", ""Violence""]"
54156,mieruko-chan,current,Mieruko-chan,"The Girl That Sees ""Them""",見える子ちゃん,mieruko chan,the girl that sees them,jian eruzi chiyan,"One day a girl suddenly starts seeing heteromorphic ""gabbling"" looking creatures who can't be seen by any ordinary people. She doesn't try escaping them, nor does she attempt confronting them.. instead she tries her hardest to keep a normal appearance and live on as usual. (Source. MU)",79.07,7.91,1273,251,"[""Comedy"", ""Ghost"", ""Horror"", ""School Life"", ""Seinen"", ""Supernatural""]",[],"[""Comedy"", ""Ghost"", ""Horror"", ""School Life"", ""Seinen"", ""Supernatural""]"
54238,kage-no-jitsuryokusha-ni-naritakute,current,Kage no Jitsuryokusha ni Naritakute,To Be a Power in the Shadows!,陰の実力者になりたくて！,kage no jitsuryokusha ni naritakute,to be a power in the shadows,yin noshi li zhe ninaritakute,"Just like how everyone adored heroes in their childhood, a certain young man adored those powers hidden in shadows. After hiding his strength and living the mediocre life of a mob character by day while undergoing frenzied training by night, he finally reincarnates into a different world and gains ultimate power. The young man who is only playing at being a power in the shadows, his misunderstanding subordinates, and a giant organization in the shadows that gets trampled….. This is the story of a young boy who had adored powers in shadows possibly eventually reigning over the world of shadows in another world.",81.43,8.14,609,234,"[""Action"", ""Comedy"", ""Fantasy"", ""Harem"", ""Isekai"", ""Seinen""]",[],"[""Action"", ""Comedy"", ""Fantasy"", ""Harem"", ""Isekai"", ""Seinen""]"
54448,spy-x-family,current,SPY×FAMILY,SPY x FAMILY,SPY×FAMILY,spyxfamily,spy x family,spyxfamily,"The master spy codenamed has spent his days on undercover missions, all for the dream of a better world. But one day, he receives a particularly difficult new order from command. For his mission, he must form a temporary family and start a new life?! A Spy/Action/Comedy about a one-of-a-kind family! Note: Nominated for the 12th Manga Taishou Award in 2019, also nominated for the 24th Tezuka Osamu Cultural Prize and the Best Shounen Manga of the 44th Kodansha Manga Awards in 2020.",84.78,8.48,7,30,"[""Action"", ""Assassin"", ""Comedy"", ""Family"", ""Slice of Life"", ""Supernatural""]",[],"[""Action"", ""Assassin"", ""Comedy"", ""Family"", ""Slice of Life"", ""Supernatural""]"
54597,the-beginning-after-the-end,current,The Beginning After the End,The Beginning After the End,最強の王様、二度目の人生は何をする？,the beginning after the end,the beginning after the end,zui qiang nowang yang er du mu noren sheng hahe wosuru,"King Grey has unrivaled strength, wealth, and prestige in a world governed by martial ability. However, solitude lingers closely behind those with great power. Beneath the glamorous exterior of a powerful king lurks the shell of man, devoid of purpose and will.Reincarnated into a new world filled with magic and monsters, the king has a second chance to relive his life. Correcting the mistakes of his past will not be his only challenge, however. Underneath the peace and prosperity of the new world is an undercurrent threatening to destroy everything he has worked for, questioning his role and reason for being born again.",83.16,8.32,60,71,"[""Adventure"", ""Demon"", ""Fantasy"", ""Isekai"", ""Magic""]",[],"[""Adventure"", ""Demon"", ""Fantasy"", ""Isekai"", ""Magic""]"
54690,ranker-who-lives-a-second-time,current,Ranker Who Lives A Second Time,Ranker Who Lives A Second Time,,ranker who lives a second time,ranker who lives a second time,,"Yeon-woo had a twin brother who disappeared five years ago. One day, a pocket watch left by his brother returned to his possession. Inside, he found a hidden diary in which was recorded ""By the time you hear this, I guess I will be already dead….""",80.44,8.04,823,185,"[""Action"", ""Adventure"", ""Fantasy""]",[],"[""Action"", ""Adventure"", ""Fantasy""]"
55546,kimetsu-no-yaiba-tomioka-giyuu-gaiden,finished,Kimetsu no Yaiba: Tomioka Giyuu Gaiden,Kimetsu no Yaiba: Tomioka Giyuu Gaiden,鬼滅の刃 冨岡義勇 外伝,kimetsu no yaiba tomioka giyuu gaiden,kimetsu no yaiba tomioka giyuu gaiden,gui mie noren fu gang yi yong wai chuan,Side-story of Giyuu Tomioka shortly after meeting Tanjirou.,84.9,8.49,4,72,"[""Action"", ""Adventure"", ""Demon"", ""Historical"", ""Shounen"", ""Supernatural""]",[],"[""Action"", ""Adventure"", ""Demon"", ""Historical"", ""Shounen"", ""Supernatural""]"
55900,mo-huang-da-guanjia,current,Mo Huang Da Guanjia,The Devil Butler,,mo huang da guanjia,the devil butler,,"As the Demon King, Yifan Zhuo uses his knowledge and power, collected over millennia, to defeat all foes, until the day he is betrayed. With his last breath, the demon king manages to reincarnate... but into the body of a puny young servant! To Yifan's dismay, the servant has a spirit bond with his mistress, Lady Luo. Yifan, now known as Fan, finds himself inexplicably drawn to Lady Luo and links his fate to her family. With Lady Luo at his side, will he regain his place as the Demon King?",81.64,8.16,549,439,"[""Action"", ""Adventure"", ""Fantasy"", ""Magic"", ""Martial Arts"", ""Shounen"", ""Supernatural""]",[],"[""Action"", ""Adventure"", ""Fantasy"", ""Magic"", ""Martial Arts"", ""Shounen"", ""Supernatural""]"
56296,death-is-the-only-ending-for-the-villainess,current,Villains Are Destined to Die,Villains Are Destined to Die,悪役のエンディングは死のみ,villains are destined to die,villains are destined to die,e yi noendeinguhasi nomi,"Penelope Eckart reincarnated as the adopted daughter of Duke Eckart and the villainess of a reverse harem dating sim. The problem is, she entered the game at its hardest difficulty, and no matter what she does, death awaits her at every ending! Before the ""real daughter"" of Duke Eckart appears, she must choose one of the male leads and reach a happy ending in order to survive. But the two brothers always pick a fight with her over every little thing, as well as a crazy crown prince, whose routes all lead to death. There's even a magician who's enamoured with the female lead, and a loyal slave knight! But somehow, the favourability meters of the male leads increase the more she crosses the line with them! This is Penelope’s survival story, who’s been dropped in an insane reverse harem dating sim!",82.76,8.28,91,285,"[""Fantasy"", ""Isekai"", ""Magic"", ""Romance"", ""Shoujo""]",[],"[""Fantasy"", ""Isekai"", ""Magic"", ""Romance"", ""Shoujo""]"
56355,sousou-no-frieren,current,Sousou no Frieren,Frieren: Beyond Journey’s End,葬送のフリーレン,sousou no frieren,frieren beyond journey s end,zang song nohuri ren,"The adventure is over but life goes on for an elf mage just beginning to learn what living is all about. Elf mage Frieren and her courageous fellow adventurers have defeated the Demon King and brought peace to the land. With the great struggle over, they all go their separate ways to live a quiet life. But as an elf, Frieren, nearly immortal, will long outlive the rest of her former party. How will she come to terms with the mortality of her friends? How can she find fulfillment in her own life, and can she learn to understand what life means to the humans around her? Frieren begins a new journey to find the answer. Notes: - Winner of the Grand Prize at the 14th Manga Taisho Awards. - Nominated for the 25th Annual Tezuka Osamu Cultural Prize. - Placed 3rd at the 7th Annual Next Manga Award.",83.83,8.38,35,196,"[""Adventure"", ""Drama"", ""Elf"", ""Fantasy"", ""Magic"", ""Shounen"", ""Slice of Life""]",[],"[""Adventure"", ""Drama"", ""Elf"", ""Fantasy"", ""Magic"", ""Shounen"", ""Slice of Life""]"
56452,omniscient-readers-point-of-view,current,Omniscient Reader's Point of View,Omniscient Reader's Point of View,,omniscient reader s point of view,omniscient reader s point of view,,"Back then, Dok-Ja had no idea. He had no idea his favorite web novel 'Three Ways to Survive the Apocalypse' was going to come to life, and that he would become the only person to know how the world was going to end. He also had no idea he would end up becoming the protagonist of this novel-turned-reality. Now, Dok-Ja will go on a journey to change the course of the story and save humankind once and for all.",83.62,8.36,40,88,"[""Action"", ""Adventure"", ""Fantasy"", ""Post Apocalypse""]",[],"[""Action"", ""Adventure"", ""Fantasy"", ""Post Apocalypse""]"
57618,nano-mashin,current,Nano Mashin,Nano Machine,,nano mashin,nano machine,,"After being held in disdain and having his life put in danger, an orphan from the Demonic Cult, Cheon Yeo-Woon, has an unexpected visit from his descendant from the future who inserts a nano machine into Cheon Yeo-Woon's body, which drastically changes Cheon Yeo-Woon's life after its activation. The story of Cheon Yeo-Woon's journey of bypassing the Demonic Cult and rising to become the best martial artist has just begun.",82.15,8.21,392,308,"[""Action"", ""Martial Arts"", ""Science Fiction""]",[],"[""Action"", ""Martial Arts"", ""Science Fiction""]"
57766,kimetsu-no-yaiba-rengoku-kyoujurou-gaiden,finished,Kimetsu no Yaiba: Rengoku Kyoujurou Gaiden,Demon Slayer: Rengoku Kyoujurou Side Story,鬼滅の刃 煉獄杏寿郎 【外伝】,kimetsu no yaiba rengoku kyoujurou gaiden,demon slayer rengoku kyoujurou side story,gui mie noren lian yu xing shou lang wai chuan,"Since ancient times, rumors have abounded of man-eating demons lurking in the woods. Because of this, the local townsfolk never venture outside at night. Legend has it that a demon slayer also roams the night, hunting down these bloodthirsty demons. Set before the events of the main series, this spinoff tells the story of Rengoku Kyoujurou, an energetic young demon hunter, as he takes over his family’s role as the Flame Pillar.",84.91,8.49,3,45,[],[],[]
58010,mercenary-enrollment,current,Iphagyongbyeong,Mercenary Enrollment,,iphagyongbyeong,mercenary enrollment,,"At the age of eight, I-Jin Yu lost his parents in a plane crash and became stranded in a foreign land, forced to become a child mercenary in order to stay alive. He returns home ten years later to be reunited with his family in Korea, where food and shelter are plenty and everything seems peaceful. But I-Jin will soon learn that life as a teenager is a whole other feat of survival. With only one year of high school left, I-Jin must master new tactics to maneuver his way around the schoolhouse battleground. Can he survive a year of high school? Or rather, will the school be able to survive him?",81.13,8.11,672,287,"[""Action"", ""Drama"", ""Gunfights"", ""Martial Arts"", ""Military"", ""War""]",[],"[""Action"", ""Drama"", ""Gunfights"", ""Martial Arts"", ""Military"", ""War""]"
58159,sakamoto-days,current,Sakamoto Days,SAKAMOTO DAYS,サカモトデイズ,sakamoto days,sakamoto days,sakamotodeizu,"Tarou Sakamoto was the ultimate assassin, feared by villains and admired by hitmen. But one day...he fell in love! Retirement, marriage, fatherhood and then... Sakamoto gained weight! The chubby guy who runs the neighborhood store is actually a former legendary hitman! Can he protect his family from danger? Get ready to experience a new kind of action comedy series!",79.4,7.94,1154,267,"[""Action"", ""Comedy"", ""Shounen"", ""Supernatural""]",[],"[""Action"", ""Comedy"", ""Shounen"", ""Supernatural""]"
